Sample_Counts,Accuracy_Scores,AUC_Scores,featurespace
237,0.6499057196731616,0.68196103079824,morgan_fingerprint
238,0.6401634192331866,0.6869893148962916,morgan_fingerprint
239,0.6439346323067253,0.7404148334380892,morgan_fingerprint
240,0.6112507856693903,0.684475172847266,morgan_fingerprint
241,0.6382778126964174,0.6851037083595224,morgan_fingerprint
242,0.6593337523570082,0.6926461345065996,morgan_fingerprint
243,0.6323067253299811,0.7064739157762414,morgan_fingerprint
244,0.6536769327467002,0.6813324952859836,morgan_fingerprint
245,0.6128221244500314,0.6895034569453173,morgan_fingerprint
246,0.6323067253299811,0.7083595223130106,morgan_fingerprint
247,0.6244500314267756,0.7083595223130108,morgan_fingerprint
248,0.6266499057196732,0.6756756756756757,morgan_fingerprint
249,0.620678818353237,0.7121307353865494,morgan_fingerprint
250,0.6131363922061597,0.6769327467001884,morgan_fingerprint
251,0.6090509113764928,0.6863607793840352,morgan_fingerprint
252,0.6015084852294155,0.6631049654305468,morgan_fingerprint
253,0.6514770584538027,0.6737900691389063,morgan_fingerprint
254,0.626335637963545,0.6700188560653677,morgan_fingerprint
255,0.5725958516656191,0.6643620364550598,morgan_fingerprint
256,0.6304211187932118,0.7008170961659334,morgan_fingerprint
257,0.6593337523570082,0.7159019484600879,morgan_fingerprint
258,0.6150219987429291,0.6863607793840352,morgan_fingerprint
259,0.6147077309868008,0.7159019484600879,morgan_fingerprint
260,0.6593337523570082,0.6976744186046511,morgan_fingerprint
261,0.626335637963545,0.6983029541169077,morgan_fingerprint
262,0.6011942174732873,0.6951602765556253,morgan_fingerprint
263,0.6244500314267756,0.7071024512884978,morgan_fingerprint
264,0.6011942174732873,0.6920175989943431,morgan_fingerprint
265,0.6147077309868008,0.7052168447517284,morgan_fingerprint
266,0.6150219987429291,0.6989314896291641,morgan_fingerprint
267,0.5857950974230044,0.6863607793840352,morgan_fingerprint
268,0.6844751728472659,0.714644877435575,morgan_fingerprint
269,0.626335637963545,0.6895034569453173,morgan_fingerprint
270,0.605279698302954,0.694531741043369,morgan_fingerprint
271,0.6301068510370836,0.7039597737272156,morgan_fingerprint
272,0.6282212445003142,0.7064739157762414,morgan_fingerprint
273,0.599308610936518,0.6913890634820867,morgan_fingerprint
274,0.6514770584538027,0.7196731615336267,morgan_fingerprint
275,0.6571338780641106,0.6945317410433689,morgan_fingerprint
276,0.6649905719673161,0.6643620364550598,morgan_fingerprint
277,0.6631049654305468,0.7240729101194218,morgan_fingerprint
278,0.6398491514770585,0.7083595223130106,morgan_fingerprint
279,0.6571338780641106,0.6964173475801383,morgan_fingerprint
280,0.626335637963545,0.6907605279698302,morgan_fingerprint
281,0.6184789440603394,0.7033312382149591,morgan_fingerprint
282,0.6417347580138278,0.7146448774355751,morgan_fingerprint
283,0.6436203645505971,0.714644877435575,morgan_fingerprint
284,0.6552482715273413,0.7058453802639849,morgan_fingerprint
285,0.6049654305468259,0.700188560653677,morgan_fingerprint
286,0.6087366436203645,0.7140163419233186,morgan_fingerprint
287,0.680389692017599,0.711502199874293,morgan_fingerprint
288,0.6417347580138278,0.7152734129478315,morgan_fingerprint
289,0.626335637963545,0.7064739157762414,morgan_fingerprint
290,0.6087366436203645,0.6480201131363922,morgan_fingerprint
291,0.6203645505971087,0.6876178504085482,morgan_fingerprint
292,0.6068510370835952,0.6687617850408548,morgan_fingerprint
293,0.6282212445003142,0.6989314896291641,morgan_fingerprint
294,0.6282212445003142,0.6832181018227529,morgan_fingerprint
295,0.6087366436203645,0.6725329981143935,morgan_fingerprint
296,0.6087366436203645,0.6756756756756757,morgan_fingerprint
