Cl C C 1 O C 1 C Cl
N C ( C C C ( = O ) N C ( C S C ( C Cl ) C Cl ) C ( = O ) N C C ( = O ) O ) C ( = O ) O
O = C ( O ) C ( Cl ) = C Cl
O = C ( O ) C C ( N C ( = O ) C C C ( N ) C ( = O ) O ) C ( = O ) N C C ( = O ) O
O = C ( O ) C C ( N C ( = O ) C C C ( N ) C ( = O ) O ) C ( = O ) O
