C C ( O C C C 1 C C C N 1 ) ( c 1 c c c c c 1 ) c 1 c c c ( Cl ) c c 1
C C ( O ) ( c 1 c c c c c 1 ) c 1 c c c ( Cl ) c c 1
C C ( O C C C 1 C C C N 1 C ) ( c 1 c c c c c 1 ) c 1 c c c ( Cl ) c c 1
C [N+] 1 ( [O-] ) C C C C 1 C C O C ( C ) ( c 1 c c c c c 1 ) c 1 c c c ( Cl ) c c 1
C C ( O C C C 1 C C C N 1 C ) ( c 1 c c c c c 1 ) c 1 c c c ( Cl ) c ( O ) c 1
