N C ( C C C ( = O ) N C ( C S / C = C \ Cl ) C ( = O ) N C C ( = O ) O ) C ( = O ) O
O = C / C = C \ Cl
N C ( C C C ( = O ) N C ( C S / C = C / Cl ) C ( = O ) N C C ( = O ) O ) C ( = O ) O
O C / C = C \ Cl
O = C / C = C / Cl
