Sample_Counts,Accuracy_Scores,AUC_Scores,featurespace
860,0.5496389891696751,0.4765342960288809,mordred_descriptors
861,0.5972924187725631,0.4794223826714802,mordred_descriptors
862,0.5514440433212997,0.4447653429602888,mordred_descriptors
863,0.5370036101083033,0.4758122743682311,mordred_descriptors
864,0.5496389891696751,0.4790613718411552,mordred_descriptors
865,0.5749097472924187,0.4707581227436823,mordred_descriptors
866,0.5478339350180506,0.48989169675090255,mordred_descriptors
867,0.5442238267148014,0.4812274368231047,mordred_descriptors
868,0.5370036101083033,0.4779783393501805,mordred_descriptors
869,0.5490974729241878,0.48014440433212996,mordred_descriptors
870,0.5009025270758123,0.4805054151624549,mordred_descriptors
871,0.5478339350180506,0.5050541516245487,mordred_descriptors
872,0.5212996389891698,0.44693140794223823,mordred_descriptors
873,0.5545126353790614,0.4902527075812274,mordred_descriptors
874,0.5622743682310469,0.49530685920577616,mordred_descriptors
875,0.5406137184115524,0.4812274368231047,mordred_descriptors
876,0.5550541516245487,0.4787003610108303,mordred_descriptors
877,0.5027075812274369,0.4732851985559567,mordred_descriptors
878,0.5261732851985559,0.4799638989169675,mordred_descriptors
879,0.5442238267148014,0.48700361010830323,mordred_descriptors
880,0.5135379061371841,0.49638989169675085,mordred_descriptors
881,0.5406137184115524,0.46606498194945845,mordred_descriptors
882,0.5514440433212997,0.47075812274368223,mordred_descriptors
883,0.5117328519855595,0.4736462093862816,mordred_descriptors
884,0.5496389891696751,0.4924187725631769,mordred_descriptors
885,0.5550541516245487,0.4830324909747292,mordred_descriptors
886,0.5550541516245487,0.48772563176895306,mordred_descriptors
887,0.5785198555956679,0.48122743682310476,mordred_descriptors
888,0.5550541516245487,0.4971119133574008,mordred_descriptors
889,0.5099277978339349,0.5048736462093862,mordred_descriptors
890,0.5117328519855595,0.4779783393501805,mordred_descriptors
891,0.5099277978339349,0.4989169675090253,mordred_descriptors
892,0.5496389891696751,0.48844765342960283,mordred_descriptors
893,0.5532490974729242,0.48411552346570397,mordred_descriptors
894,0.5514440433212997,0.4750902527075812,mordred_descriptors
895,0.5532490974729242,0.4761732851985559,mordred_descriptors
896,0.5099277978339349,0.5054151624548736,mordred_descriptors
897,0.5171480144404332,0.4536101083032491,mordred_descriptors
898,0.5604693140794224,0.4851985559566787,mordred_descriptors
899,0.5532490974729242,0.47833935018050544,mordred_descriptors
900,0.5122743682310469,0.4703971119133574,mordred_descriptors
901,0.5514440433212997,0.4750902527075812,mordred_descriptors
902,0.5676895306859207,0.47075812274368223,mordred_descriptors
903,0.49783393501805057,0.4754512635379062,mordred_descriptors
904,0.5442238267148014,0.48375451263537905,mordred_descriptors
905,0.5267148014440433,0.5,mordred_descriptors
906,0.5117328519855595,0.4736462093862816,mordred_descriptors
907,0.532129963898917,0.4826714801444043,mordred_descriptors
908,0.5604693140794224,0.4895306859205776,mordred_descriptors
909,0.5622743682310469,0.4895306859205777,mordred_descriptors
910,0.5604693140794224,0.4971119133574008,mordred_descriptors
911,0.532129963898917,0.5064981949458484,mordred_descriptors
912,0.5568592057761732,0.4844765342960289,mordred_descriptors
913,0.5496389891696751,0.4974729241877256,mordred_descriptors
914,0.5707581227436823,0.48014440433213,mordred_descriptors
915,0.5622743682310469,0.48844765342960295,mordred_descriptors
916,0.5586642599277978,0.4942238267148015,mordred_descriptors
917,0.5604693140794224,0.5075812274368231,mordred_descriptors
918,0.5243682310469314,0.47238267148014434,mordred_descriptors
919,0.5333935018050542,0.47021660649819497,mordred_descriptors
920,0.5676895306859207,0.4826714801444043,mordred_descriptors
921,0.5622743682310469,0.5025270758122744,mordred_descriptors
922,0.5676895306859207,0.4859205776173285,mordred_descriptors
923,0.5375451263537907,0.49602888086642605,mordred_descriptors
924,0.49783393501805057,0.4671480144404332,mordred_descriptors
925,0.5622743682310469,0.5014440433212997,mordred_descriptors
926,0.5351985559566788,0.47021660649819497,mordred_descriptors
927,0.5086642599277978,0.48375451263537905,mordred_descriptors
928,0.5225631768953068,0.4703971119133574,mordred_descriptors
929,0.5586642599277978,0.4841155234657039,mordred_descriptors
930,0.4911552346570397,0.4931407942238267,mordred_descriptors
931,0.5532490974729242,0.49097472924187724,mordred_descriptors
932,0.5604693140794224,0.4768953068592057,mordred_descriptors
933,0.5333935018050542,0.47021660649819497,mordred_descriptors
934,0.5225631768953068,0.4826714801444043,mordred_descriptors
935,0.5267148014440433,0.47833935018050544,mordred_descriptors
936,0.5640794223826715,0.4563176895306859,mordred_descriptors
937,0.5171480144404332,0.48086642599277973,mordred_descriptors
938,0.529783393501805,0.45884476534296026,mordred_descriptors
939,0.5743682310469314,0.48953068592057764,mordred_descriptors
940,0.5779783393501805,0.48014440433212996,mordred_descriptors
941,0.5779783393501805,0.4794223826714802,mordred_descriptors
942,0.5671480144404333,0.488086642599278,mordred_descriptors
943,0.5743682310469314,0.48411552346570397,mordred_descriptors
944,0.5189530685920578,0.46714801444043325,mordred_descriptors
945,0.5153429602888087,0.46137184115523466,mordred_descriptors
946,0.5135379061371841,0.46570397111913353,mordred_descriptors
947,0.5171480144404332,0.4552346570397112,mordred_descriptors
948,0.5171480144404332,0.47148014440433217,mordred_descriptors
949,0.5261732851985559,0.46967509025270765,mordred_descriptors
950,0.5243682310469314,0.47833935018050544,mordred_descriptors
951,0.5207581227436824,0.4790613718411552,mordred_descriptors
952,0.5207581227436824,0.4772563176895307,mordred_descriptors
953,0.5586642599277978,0.4996389891696751,mordred_descriptors
954,0.5261732851985559,0.46985559566787005,mordred_descriptors
